timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-02-17 14:52,0.7482,"[0.2562, 0.1751, 0.5404, 0.4852, 0.5962, 0.6064, 0.734, 0.5739, 0.5751, 0.5273, 0.5802, 0.7937, 0.8069, 0.6324, 0.8052]",ThreeLevels-0-Ours,0.001,9.74,1.0,"[435, 435, 435, 435, 435, 435, 430, 394, 431, 404]",0.01,10,0.5
2025-02-17 14:54,0.475,"[0.1006, 0.1262, 0.1138, 0.1959, 0.1587, 0.2973, 0.384, 0.1507, 0.3158, 0.2383, 0.3408, 0.5433, 0.5033, 0.3838, 0.538]",ThreeLevels-0-StrongForAll(0.1),0.001,15.0,1.0,"[141, 141, 141, 141, 141, 141, 139, 128, 140, 131]",0.01,10,0.5
2025-02-17 14:56,0.6317,"[0.1282, 0.0938, 0.1434, 0.2778, 0.2416, 0.3878, 0.5866, 0.4127, 0.4496, 0.4332, 0.4682, 0.7413, 0.716, 0.4918, 0.6873]",ThreeLevels-0-Dropout(0.7703994912205502),0.001,9.74,1.0,"[175, 175, 175, 175, 175, 175, 173, 158, 173, 162]",0.01,10,0.5
timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-02-17 15:00,0.7029,"[0.1822, 0.1403, 0.3103, 0.3512, 0.4386, 0.5061, 0.6726, 0.5322, 0.5277, 0.4883, 0.5338, 0.7746, 0.7792, 0.5651, 0.7644]",BoundedPareto-0-Ours,0.001,9.74,1.0,"[289, 296, 298, 293, 295, 286, 297, 267, 292, 277]",0.01,10,0.5
2025-02-17 15:02,0.475,"[0.1006, 0.1262, 0.1138, 0.1959, 0.1587, 0.2973, 0.384, 0.1507, 0.3158, 0.2383, 0.3408, 0.5433, 0.5033, 0.3838, 0.538]",BoundedPareto-0-StrongForAll(0.10000274261151568),0.001,15.0,1.0,"[141, 141, 141, 141, 141, 141, 139, 128, 140, 131]",0.01,10,0.5
2025-02-17 15:04,0.5757,"[0.1073, 0.0976, 0.1481, 0.2285, 0.1745, 0.3307, 0.4774, 0.2356, 0.3808, 0.3634, 0.4206, 0.6423, 0.6308, 0.4695, 0.6268]",BoundedPareto-0-Dropout(0.43355913691954556),0.001,9.74,1.0,"[118, 122, 122, 122, 121, 120, 122, 110, 122, 113]",0.01,10,0.5
timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-02-17 15:09,0.7625,"[0.2545, 0.1851, 0.487, 0.458, 0.5928, 0.5987, 0.7273, 0.582, 0.5789, 0.4958, 0.584, 0.7934, 0.8155, 0.659, 0.8129]",BoundedMixGauss-0-Ours,0.001,9.74,1.0,"[447, 443, 454, 457, 432, 438, 465, 417, 448, 403]",0.01,10,0.5
2025-02-17 15:11,0.475,"[0.1006, 0.1262, 0.1138, 0.1959, 0.1587, 0.2973, 0.384, 0.1507, 0.3158, 0.2383, 0.3408, 0.5433, 0.5033, 0.3838, 0.538]",BoundedMixGauss-0-StrongForAll(0.1),0.001,15.0,1.0,"[141, 141, 141, 141, 141, 141, 139, 128, 140, 131]",0.01,10,0.5
2025-02-17 15:14,0.6299,"[0.1324, 0.0939, 0.1462, 0.2582, 0.2606, 0.3931, 0.5863, 0.4242, 0.4545, 0.429, 0.4643, 0.7233, 0.7043, 0.4923, 0.693]",BoundedMixGauss-0-Dropout(0.7958039140963631),0.001,9.74,1.0,"[180, 175, 179, 183, 178, 177, 182, 162, 178, 161]",0.01,10,0.5
timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-03-02 18:01,0.4274,"[0.1083, 0.1121, 0.1183, 0.1036, 0.0941, 0.1278, 0.3259, 0.2046, 0.2462, 0.1809, 0.3019, 0.3211, 0.398, 0.4346, 0.4496]",ThreeLevels-0-Ours,0.001,9.74,1.0,"[-692, -692, -692, -692, -692, -692, -692, -610, -670, -666]",0.01,10,0.5
2025-03-02 18:06,0.5364,"[0.1147, 0.1231, 0.1144, 0.1037, 0.0992, 0.1813, 0.3744, 0.3419, 0.3196, 0.2627, 0.3611, 0.4747, 0.5217, 0.5149, 0.5726]",ThreeLevels-0-StrongForAll(0.1),0.001,16.25,1.0,"[145, 145, 145, 145, 145, 145, 145, 127, 140, 139]",0.01,10,0.5
2025-03-02 18:11,0.6811,"[0.1225, 0.158, 0.1051, 0.2647, 0.2927, 0.4988, 0.5613, 0.6507, 0.4644, 0.3905, 0.5228, 0.7002, 0.7296, 0.6584, 0.6553]",ThreeLevels-0-Dropout(0.7702625692592114),0.001,9.74,1.0,"[168, 168, 168, 168, 168, 168, 168, 148, 163, 161]",0.01,10,0.5
timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-03-02 18:16,0.7056,"[0.1246, 0.1673, 0.1144, 0.3194, 0.383, 0.5221, 0.6562, 0.6936, 0.4948, 0.4144, 0.5311, 0.7232, 0.7488, 0.6893, 0.6788]",BoundedPareto-0-Ours,0.001,9.74,1.0,"[-37, -45, -63, -45, -36, -18, -69, -51, -36, -56]",0.01,10,0.5
2025-03-02 18:21,0.5364,"[0.1147, 0.1231, 0.1144, 0.1037, 0.0992, 0.1813, 0.3744, 0.3419, 0.3196, 0.2627, 0.3611, 0.4747, 0.5217, 0.5149, 0.5726]",BoundedPareto-0-StrongForAll(0.10000274261151568),0.001,16.25,1.0,"[145, 145, 145, 145, 145, 145, 145, 127, 140, 139]",0.01,10,0.5
2025-03-02 18:24,0.6162,"[0.115, 0.136, 0.1089, 0.1121, 0.1094, 0.3353, 0.4477, 0.5037, 0.3992, 0.3339, 0.4972, 0.6046, 0.6223, 0.5832, 0.6432]",BoundedPareto-0-Dropout(0.43352530759121244),0.001,9.74,1.0,"[110, 114, 115, 115, 114, 113, 116, 101, 112, 109]",0.01,10,0.5
timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2025-03-02 18:30,0.6885,"[0.1123, 0.1555, 0.1236, 0.221, 0.3337, 0.4997, 0.5957, 0.661, 0.492, 0.3893, 0.5271, 0.7151, 0.7301, 0.6619, 0.6735]",BoundedMixGauss-0-Ours,0.001,9.74,1.0,"[-444, -392, -422, -447, -453, -406, -439, -362, -390, -404]",0.01,10,0.5
2025-03-02 18:35,0.5364,"[0.1147, 0.1231, 0.1144, 0.1037, 0.0992, 0.1813, 0.3744, 0.3419, 0.3196, 0.2627, 0.3611, 0.4747, 0.5217, 0.5149, 0.5726]",BoundedMixGauss-0-StrongForAll(0.1),0.001,16.25,1.0,"[145, 145, 145, 145, 145, 145, 145, 127, 140, 139]",0.01,10,0.5
2025-03-02 18:40,0.6866,"[0.1077, 0.1424, 0.1066, 0.1615, 0.2943, 0.4994, 0.5642, 0.649, 0.4618, 0.3779, 0.5251, 0.6972, 0.7452, 0.6574, 0.6573]",BoundedMixGauss-0-Dropout(0.7959548905821562),0.001,9.74,1.0,"[173, 168, 172, 177, 171, 170, 178, 152, 167, 160]",0.01,10,0.5
